"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node4",,,,"User:","db"
"Cmdline:","dstat -lcmdrsyTt --full --output results/cdb_13.stat",,,,"Date:","31 Jan 2019 17:02:40 EST"

"load avg",,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"memory usage",,,,"dsk/sda",,"dsk/sdb",,"io/sda",,"io/sdb",,"swap",,"system",,"epoch","system"
"1m","5m","15m","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","read","writ","read","writ","read","writ","used","free","int","csw","epoch","time"
2.530,3.360,3.630,0.719,0.177,98.645,0.433,0.0,0.026,0.560,0.156,98.838,0.429,0.0,0.017,0.540,0.151,98.899,0.399,0.0,0.011,0.538,0.147,98.920,0.388,0.0,0.007,0.783,0.162,98.693,0.355,0.0,0.007,0.521,0.151,98.990,0.333,0.0,0.005,0.477,0.141,99.119,0.260,0.0,0.004,0.465,0.142,99.143,0.246,0.0,0.004,0.257,0.073,99.552,0.116,0.0,0.003,0.254,0.071,99.581,0.091,0.0,0.003,0.284,0.087,99.335,0.291,0.0,0.003,0.262,0.072,99.542,0.122,0.0,0.002,0.257,0.073,99.549,0.118,0.0,0.003,0.256,0.076,99.547,0.118,0.0,0.002,0.259,0.078,99.562,0.098,0.0,0.002,0.320,0.110,99.243,0.324,0.0,0.003,21156708352.0,503672832.0,20131758080.0,389750784.0,37696.825,140067.065,361990.722,121491.709,0.695,2.166,3.607,0.798,1208885248.0,41729249280.0,1125.346,1738.892,1548972160.561,31-01 17:02:40
2.530,3.360,3.630,2.041,1.020,96.939,0.0,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,1.961,0.980,97.059,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,3.960,0.990,70.297,24.752,0.0,0.0,6.061,0.0,90.909,3.030,0.0,0.0,3.0,2.0,94.0,1.0,0.0,0.0,3.030,0.0,90.909,6.061,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,1.980,0.0,93.069,4.950,0.0,0.0,3.960,0.990,95.050,0.0,0.0,0.0,3.960,0.990,95.050,0.0,0.0,0.0,3.0,0.0,93.0,4.0,0.0,0.0,21173153792.0,503672832.0,20131909632.0,373153792.0,40960.0,479232.0,0.0,0.0,4.0,48.0,0.0,0.0,1208885248.0,41729249280.0,4660.0,9922.0,1548972161.562,31-01 17:02:41
2.530,3.360,3.630,1.980,0.990,97.030,0.0,0.0,0.0,1.980,0.990,97.030,0.0,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,6.061,3.030,81.818,9.091,0.0,0.0,4.950,1.980,78.218,14.851,0.0,0.0,7.071,1.010,91.919,0.0,0.0,0.0,1.010,2.020,96.970,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.010,0.0,97.980,1.010,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.020,0.0,97.980,0.0,0.0,0.0,1.0,0.0,93.0,6.0,0.0,0.0,21173317632.0,503672832.0,20131954688.0,372944896.0,0.0,626688.0,0.0,0.0,0.0,64.0,0.0,0.0,1208885248.0,41729249280.0,3863.0,7515.0,1548972162.562,31-01 17:02:42
2.410,3.320,3.620,1.031,1.031,45.361,52.577,0.0,0.0,5.941,0.0,70.297,22.772,0.0,0.990,3.030,0.0,96.970,0.0,0.0,0.0,4.082,0.0,92.857,3.061,0.0,0.0,2.020,0.0,95.960,2.020,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.010,0.0,97.980,1.010,0.0,0.0,1.010,1.010,97.980,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,4.0,1.0,87.0,8.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,2.0,1.0,98.0,-1.0,0.0,0.0,21173665792.0,503672832.0,20132130816.0,372420608.0,0.0,434176.0,0.0,0.0,0.0,59.0,0.0,0.0,1208885248.0,41729249280.0,4010.0,7591.0,1548972163.562,31-01 17:02:43
2.410,3.320,3.620,2.020,0.0,97.980,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,4.950,1.980,70.297,22.772,0.0,0.0,1.010,0.0,90.909,8.081,0.0,0.0,4.950,0.0,94.059,0.990,0.0,0.0,5.051,0.0,83.838,11.111,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,98.0,1.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,94.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.970,0.990,96.040,0.0,0.0,0.0,8.0,0.0,88.0,4.0,0.0,0.0,21173506048.0,503672832.0,20132155392.0,372555776.0,0.0,471040.0,0.0,0.0,0.0,62.0,0.0,0.0,1208885248.0,41729249280.0,3872.0,7562.0,1548972164.562,31-01 17:02:44
2.410,3.320,3.620,5.0,3.0,89.0,3.0,0.0,0.0,3.0,3.0,94.0,0.0,0.0,0.0,4.0,2.0,92.0,2.0,0.0,0.0,5.0,2.0,93.0,0.0,0.0,0.0,7.0,5.0,67.0,21.0,0.0,0.0,3.960,3.960,88.119,2.970,0.0,0.990,4.0,2.0,92.0,2.0,0.0,0.0,11.0,4.0,77.0,8.0,0.0,0.0,0.990,0.990,97.030,0.0,0.0,0.990,2.0,0.0,96.0,0.0,0.0,2.0,4.0,3.0,91.0,2.0,0.0,0.0,2.970,0.990,96.040,0.0,0.0,0.0,6.061,3.030,88.889,2.020,0.0,0.0,6.061,1.010,91.919,1.010,0.0,0.0,4.082,2.041,91.837,2.041,0.0,0.0,4.0,4.0,83.0,9.0,0.0,0.0,21184868352.0,503672832.0,20132184064.0,361164800.0,0.0,499712.0,0.0,0.0,0.0,63.0,0.0,0.0,1208885248.0,41729249280.0,9316.0,26767.0,1548972165.562,31-01 17:02:45
2.410,3.320,3.620,4.082,2.041,93.878,0.0,0.0,0.0,3.960,0.990,92.079,2.970,0.0,0.0,1.020,0.0,97.959,1.020,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,5.051,0.0,75.758,19.192,0.0,0.0,3.030,0.0,93.939,3.030,0.0,0.0,5.051,1.010,92.929,1.010,0.0,0.0,3.960,0.0,61.386,34.653,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.980,0.980,98.039,0.0,0.0,0.0,0.0,0.0,77.778,22.222,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,95.0,3.0,0.0,0.0,21181583360.0,503672832.0,20132216832.0,364417024.0,0.0,724992.0,0.0,0.0,0.0,63.0,0.0,0.0,1208885248.0,41729249280.0,4089.0,7759.0,1548972166.562,31-01 17:02:46
2.410,3.320,3.620,3.061,0.0,89.796,7.143,0.0,0.0,1.980,0.990,85.149,11.881,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,98.990,1.010,0.0,0.0,3.922,1.961,89.216,4.902,0.0,0.0,49.495,1.010,49.495,0.0,0.0,0.0,2.0,1.0,83.0,14.0,0.0,0.0,2.0,1.0,91.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,82.178,17.822,0.0,0.0,1.0,0.0,97.0,2.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,21181435904.0,503672832.0,20132237312.0,364544000.0,0.0,921600.0,0.0,0.0,0.0,127.0,0.0,0.0,1208885248.0,41729249280.0,3710.0,6818.0,1548972167.562,31-01 17:02:47
2.450,3.310,3.610,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,3.061,0.0,56.122,40.816,0.0,0.0,32.0,1.0,63.0,4.0,0.0,0.0,1.010,1.010,90.909,7.071,0.0,0.0,3.960,0.990,86.139,8.911,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.020,0.0,94.949,3.030,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,4.040,1.010,90.909,4.040,0.0,0.0,1.020,0.0,97.959,1.020,0.0,0.0,21182275584.0,503672832.0,20132270080.0,363671552.0,0.0,630784.0,0.0,0.0,0.0,76.0,0.0,0.0,1208885248.0,41729249280.0,3747.0,7699.0,1548972168.562,31-01 17:02:48
2.450,3.310,3.610,1.020,1.020,97.959,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,2.941,1.961,73.529,21.569,0.0,0.0,4.950,1.980,91.089,1.980,0.0,0.0,5.0,2.0,91.0,2.0,0.0,0.0,3.030,1.010,95.960,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,2.020,0.0,92.929,5.051,0.0,0.0,2.970,0.990,95.050,0.0,0.0,0.990,1.0,0.0,99.0,0.0,0.0,0.0,2.0,1.0,91.0,6.0,0.0,0.0,21182959616.0,503672832.0,20132339712.0,362917888.0,0.0,684032.0,0.0,0.0,0.0,80.0,0.0,0.0,1208885248.0,41729249280.0,4544.0,8123.0,1548972169.562,31-01 17:02:49
