"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node4",,,,"User:","db"
"Cmdline:","dstat -lcmdrsyTt --full --output results/cdb_15.stat",,,,"Date:","31 Jan 2019 17:52:02 EST"

"load avg",,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"memory usage",,,,"dsk/sda",,"dsk/sdb",,"io/sda",,"io/sdb",,"swap",,"system",,"epoch","system"
"1m","5m","15m","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","read","writ","read","writ","read","writ","used","free","int","csw","epoch","time"
2.460,3.020,3.370,0.723,0.177,98.639,0.435,0.0,0.026,0.562,0.157,98.833,0.431,0.0,0.017,0.542,0.151,98.896,0.400,0.0,0.011,0.540,0.148,98.917,0.389,0.0,0.007,0.791,0.162,98.681,0.359,0.0,0.007,0.525,0.152,98.981,0.337,0.0,0.005,0.481,0.142,99.113,0.261,0.0,0.004,0.469,0.142,99.138,0.247,0.0,0.004,0.258,0.073,99.550,0.116,0.0,0.003,0.255,0.072,99.580,0.091,0.0,0.003,0.285,0.087,99.334,0.291,0.0,0.003,0.263,0.072,99.538,0.124,0.0,0.002,0.259,0.073,99.544,0.120,0.0,0.003,0.258,0.076,99.545,0.119,0.0,0.002,0.261,0.079,99.559,0.099,0.0,0.002,0.323,0.110,99.236,0.328,0.0,0.003,21839015936.0,472326144.0,19395387392.0,475160576.0,37751.009,142840.899,361883.184,121456.581,0.696,2.186,3.606,0.798,1222094848.0,41716039680.0,1127.449,1740.757,1548975122.922,31-01 17:52:02
2.460,3.020,3.370,2.0,1.0,89.0,7.0,0.0,1.0,1.980,1.980,90.099,5.941,0.0,0.0,1.010,0.0,94.949,4.040,0.0,0.0,1.961,1.961,91.176,4.902,0.0,0.0,5.051,1.010,79.798,14.141,0.0,0.0,4.0,0.0,93.0,3.0,0.0,0.0,5.941,0.0,94.059,0.0,0.0,0.0,2.970,1.980,91.089,3.960,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,77.778,22.222,0.0,0.0,4.950,0.990,88.119,5.941,0.0,0.0,1.0,1.0,97.0,1.0,0.0,0.0,5.0,1.0,94.0,0.0,0.0,0.0,3.960,0.990,93.069,1.980,0.0,0.0,21853011968.0,472334336.0,19395690496.0,460853248.0,131072.0,745472.0,0.0,49152.0,1.0,78.0,0.0,2.0,1222094848.0,41716039680.0,5798.0,12016.0,1548975123.923,31-01 17:52:03
2.460,3.020,3.370,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,2.941,0.980,96.078,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,5.051,1.010,51.515,42.424,0.0,0.0,5.0,2.0,88.0,5.0,0.0,0.0,5.051,0.0,92.929,2.020,0.0,0.0,1.020,1.020,96.939,1.020,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,4.082,0.0,89.796,6.122,0.0,0.0,1.010,0.0,92.929,6.061,0.0,0.0,3.0,0.0,96.0,1.0,0.0,0.0,5.941,1.980,89.109,2.970,0.0,0.0,21752250368.0,472334336.0,19395727360.0,561577984.0,0.0,536576.0,0.0,0.0,0.0,71.0,0.0,0.0,1222094848.0,41716039680.0,4208.0,8069.0,1548975124.923,31-01 17:52:04
2.420,3.0,3.360,1.020,0.0,98.980,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.950,0.990,79.208,14.851,0.0,0.0,5.051,1.010,83.838,10.101,0.0,0.0,3.030,1.010,94.949,1.010,0.0,0.0,7.921,0.990,91.089,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,5.941,0.990,85.149,7.921,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,7.921,0.990,83.168,7.921,0.0,0.0,21752532992.0,472334336.0,19395764224.0,561258496.0,0.0,524288.0,0.0,0.0,0.0,71.0,0.0,0.0,1222094848.0,41716039680.0,4405.0,8846.0,1548975125.923,31-01 17:52:05
2.420,3.0,3.360,2.0,1.0,97.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,4.040,1.010,88.889,6.061,0.0,0.0,4.0,1.0,78.0,17.0,0.0,0.0,6.0,1.0,93.0,0.0,0.0,0.0,3.0,0.0,90.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.922,0.980,84.314,10.784,0.0,0.0,4.040,1.010,94.949,0.0,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,8.0,1.0,82.0,9.0,0.0,0.0,21752442880.0,472334336.0,19395788800.0,561324032.0,0.0,499712.0,0.0,0.0,0.0,70.0,0.0,0.0,1222094848.0,41716039680.0,4342.0,8437.0,1548975126.923,31-01 17:52:06
2.420,3.0,3.360,1.020,0.0,98.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.980,0.980,98.039,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,8.081,0.0,60.606,31.313,0.0,0.0,9.0,0.0,89.0,2.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,5.0,0.0,89.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.040,0.0,94.949,1.010,0.0,0.0,5.051,1.010,92.929,1.010,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,6.061,0.0,90.909,3.030,0.0,0.0,21752582144.0,472334336.0,19395825664.0,561147904.0,0.0,663552.0,0.0,0.0,0.0,74.0,0.0,0.0,1222094848.0,41716039680.0,4242.0,8315.0,1548975127.923,31-01 17:52:07
2.420,3.0,3.360,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,2.970,0.0,69.307,27.723,0.0,0.0,5.0,1.0,70.0,24.0,0.0,0.0,3.030,1.010,90.909,5.051,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,86.0,11.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,2.020,0.0,93.939,4.040,0.0,0.0,52.525,4.040,44.444,-1.010,0.0,0.0,21752385536.0,472334336.0,19395862528.0,561307648.0,0.0,602112.0,0.0,0.0,0.0,79.0,0.0,0.0,1222094848.0,41716039680.0,4267.0,7989.0,1548975128.923,31-01 17:52:08
2.420,3.0,3.360,2.041,0.0,89.796,8.163,0.0,0.0,1.010,1.010,97.980,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,2.020,0.0,96.970,1.010,0.0,0.0,5.0,1.0,60.0,34.0,0.0,0.0,7.071,2.020,74.747,16.162,0.0,0.0,3.0,0.0,93.0,4.0,0.0,0.0,4.040,0.0,90.909,5.051,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,2.0,1.0,92.0,5.0,0.0,0.0,0.0,1.0,93.0,6.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,49.020,0.980,48.039,0.980,0.0,0.980,21754142720.0,472334336.0,19395915776.0,559497216.0,0.0,696320.0,0.0,0.0,0.0,87.0,0.0,0.0,1222094848.0,41716039680.0,4662.0,8765.0,1548975129.923,31-01 17:52:09
2.550,3.020,3.360,42.0,6.0,51.0,1.0,0.0,0.0,42.0,3.0,48.0,7.0,0.0,0.0,38.776,4.082,55.102,2.041,0.0,0.0,32.673,4.950,61.386,0.0,0.0,0.990,52.0,2.0,32.0,14.0,0.0,0.0,43.434,5.051,47.475,4.040,0.0,0.0,42.424,6.061,51.515,0.0,0.0,0.0,45.545,2.970,50.495,0.0,0.0,0.990,36.634,6.931,55.446,0.0,0.0,0.990,40.0,5.0,55.0,0.0,0.0,0.0,39.796,6.122,53.061,1.020,0.0,0.0,35.354,4.040,59.596,1.010,0.0,0.0,41.584,1.980,51.485,4.950,0.0,0.0,45.455,3.030,49.495,2.020,0.0,0.0,45.0,3.0,52.0,0.0,0.0,0.0,44.444,4.040,49.495,2.020,0.0,0.0,21880418304.0,472334336.0,19396030464.0,433106944.0,0.0,765952.0,0.0,0.0,0.0,85.0,0.0,0.0,1222094848.0,41716039680.0,77133.0,12590.0,1548975130.923,31-01 17:52:10
2.550,3.020,3.360,39.175,3.093,57.732,0.0,0.0,0.0,19.192,2.020,61.616,17.172,0.0,0.0,19.0,3.0,76.0,2.0,0.0,0.0,25.0,4.0,60.0,11.0,0.0,0.0,67.327,3.960,28.713,0.0,0.0,0.0,35.354,3.030,59.596,2.020,0.0,0.0,30.0,3.0,67.0,0.0,0.0,0.0,35.644,5.941,58.416,0.0,0.0,0.0,36.0,4.0,60.0,0.0,0.0,0.0,17.172,3.030,79.798,0.0,0.0,0.0,21.782,1.980,76.238,0.0,0.0,0.0,22.0,3.0,71.0,4.0,0.0,0.0,39.0,1.0,60.0,0.0,0.0,0.0,20.0,2.0,77.0,1.0,0.0,0.0,20.792,1.980,77.228,0.0,0.0,0.0,23.232,2.020,71.717,3.030,0.0,0.0,21894049792.0,472334336.0,19401523200.0,413982720.0,0.0,4878336.0,0.0,0.0,0.0,51.0,0.0,0.0,1222094848.0,41716039680.0,21849.0,10018.0,1548975131.923,31-01 17:52:11
2.550,3.020,3.360,43.564,0.990,45.545,6.931,0.0,2.970,30.392,1.961,62.745,3.922,0.0,0.980,15.0,1.0,82.0,2.0,0.0,0.0,16.162,0.0,81.818,2.020,0.0,0.0,51.020,2.041,46.939,0.0,0.0,0.0,44.554,1.980,52.475,0.990,0.0,0.0,13.265,1.020,82.653,3.061,0.0,0.0,40.0,2.0,58.0,0.0,0.0,0.0,5.941,0.0,94.059,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,10.0,1.0,89.0,0.0,0.0,0.0,2.970,0.0,65.347,31.683,0.0,0.0,16.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13.0,1.0,86.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,21914390528.0,472334336.0,19414740992.0,380424192.0,0.0,14041088.0,0.0,0.0,0.0,65.0,0.0,0.0,1222094848.0,41716039680.0,5458.0,8543.0,1548975132.923,31-01 17:52:12
2.550,3.020,3.360,27.723,0.990,64.356,3.960,0.0,2.970,16.162,2.020,76.768,5.051,0.0,0.0,7.0,1.0,82.0,10.0,0.0,0.0,4.040,0.0,95.960,0.0,0.0,0.0,54.902,2.941,38.235,3.922,0.0,0.0,48.515,0.990,47.525,2.970,0.0,0.0,24.510,1.961,69.608,3.922,0.0,0.0,46.535,1.980,51.485,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,12.0,1.0,84.0,3.0,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,23.0,1.0,76.0,0.0,0.0,0.0,7.0,0.0,89.0,4.0,0.0,0.0,21962653696.0,472334336.0,19426893824.0,320008192.0,0.0,12570624.0,0.0,0.0,0.0,56.0,0.0,0.0,1222094848.0,41716039680.0,4693.0,7371.0,1548975133.923,31-01 17:52:13
2.550,3.020,3.360,24.242,3.030,58.586,13.131,0.0,1.010,23.301,2.913,56.311,16.505,0.0,0.971,19.0,2.0,73.0,5.0,0.0,1.0,20.0,3.0,77.0,0.0,0.0,0.0,46.465,4.040,49.495,0.0,0.0,0.0,18.182,1.010,73.737,7.071,0.0,0.0,44.0,2.0,54.0,0.0,0.0,0.0,19.0,1.0,78.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,10.891,0.990,88.119,0.0,0.0,0.0,7.0,0.0,92.0,1.0,0.0,0.0,10.784,2.941,86.275,0.0,0.0,0.0,2.020,0.0,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.0,1.0,83.0,0.0,0.0,0.0,22041128960.0,472334336.0,19439263744.0,229163008.0,0.0,11931648.0,0.0,0.0,0.0,53.0,0.0,0.0,1222094848.0,41716039680.0,8580.0,7627.0,1548975134.923,31-01 17:52:14
2.740,3.050,3.370,23.762,1.980,60.396,11.881,0.0,1.980,8.0,2.0,82.0,6.0,0.0,2.0,6.0,1.0,90.0,3.0,0.0,0.0,32.0,4.0,60.0,4.0,0.0,0.0,36.0,6.0,34.0,24.0,0.0,0.0,29.703,5.941,62.376,1.980,0.0,0.0,33.0,4.0,63.0,0.0,0.0,0.0,13.131,3.030,83.838,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,4.950,1.980,58.416,34.653,0.0,0.0,4.082,1.020,94.898,0.0,0.0,0.0,7.0,2.0,91.0,0.0,0.0,0.0,13.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22173802496.0,470740992.0,19302141952.0,235204608.0,0.0,23785472.0,0.0,0.0,0.0,134.0,0.0,0.0,1222483968.0,41715650560.0,27218.0,6738.0,1548975135.923,31-01 17:52:15
2.740,3.050,3.370,12.371,2.062,84.536,0.0,0.0,1.031,6.061,1.010,86.869,6.061,0.0,0.0,3.960,0.990,95.050,0.0,0.0,0.0,10.0,0.0,73.0,17.0,0.0,0.0,36.735,2.041,33.673,27.551,0.0,0.0,13.131,1.010,56.566,29.293,0.0,0.0,13.131,2.020,79.798,5.051,0.0,0.0,22.0,2.0,76.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,3.030,0.0,96.970,0.0,0.0,0.0,6.0,1.0,89.0,4.0,0.0,0.0,1.0,1.0,97.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.071,3.030,85.859,4.040,0.0,0.0,22187548672.0,470298624.0,19227029504.0,297013248.0,0.0,34856960.0,0.0,24576.0,0.0,108.0,0.0,5.0,1222627328.0,41715507200.0,14915.0,6892.0,1548975136.923,31-01 17:52:16
2.740,3.050,3.370,34.653,1.980,60.396,0.0,0.0,2.970,36.0,3.0,61.0,0.0,0.0,0.0,40.816,2.041,57.143,0.0,0.0,0.0,46.465,5.051,41.414,7.071,0.0,0.0,47.0,4.0,42.0,7.0,0.0,0.0,35.644,3.960,58.416,1.980,0.0,0.0,47.475,6.061,46.465,0.0,0.0,0.0,51.0,6.0,42.0,1.0,0.0,0.0,22.0,3.0,72.0,3.0,0.0,0.0,27.273,2.020,70.707,0.0,0.0,0.0,29.0,2.0,69.0,0.0,0.0,0.0,29.703,1.980,68.317,0.0,0.0,0.0,41.0,2.0,56.0,1.0,0.0,0.0,62.626,7.071,30.303,0.0,0.0,0.0,27.723,4.950,66.337,0.990,0.0,0.0,35.354,2.020,59.596,3.030,0.0,0.0,22292029440.0,469909504.0,19193942016.0,226009088.0,0.0,9347072.0,0.0,0.0,0.0,53.0,0.0,0.0,1222721536.0,41715412992.0,48622.0,8458.0,1548975137.923,31-01 17:52:17
