"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node4",,,,"User:","db"
"Cmdline:","dstat -lcmdrsyTt --full --output results/cdb_8.stat",,,,"Date:","31 Jan 2019 15:31:40 EST"

"load avg",,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"memory usage",,,,"dsk/sda",,"dsk/sdb",,"io/sda",,"io/sdb",,"swap",,"system",,"epoch","system"
"1m","5m","15m","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","read","writ","read","writ","read","writ","used","free","int","csw","epoch","time"
1.560,2.690,2.930,0.713,0.176,98.657,0.429,0.0,0.025,0.556,0.156,98.846,0.426,0.0,0.017,0.536,0.150,98.904,0.399,0.0,0.011,0.534,0.147,98.926,0.387,0.0,0.007,0.769,0.161,98.717,0.346,0.0,0.007,0.512,0.151,99.005,0.328,0.0,0.005,0.469,0.141,99.130,0.256,0.0,0.004,0.459,0.142,99.152,0.245,0.0,0.004,0.255,0.072,99.554,0.115,0.0,0.003,0.252,0.071,99.584,0.090,0.0,0.003,0.282,0.087,99.338,0.290,0.0,0.003,0.260,0.072,99.549,0.117,0.0,0.002,0.254,0.073,99.556,0.115,0.0,0.003,0.252,0.075,99.554,0.117,0.0,0.002,0.255,0.078,99.567,0.098,0.0,0.002,0.315,0.109,99.254,0.319,0.0,0.003,20025532416.0,565665792.0,21158588416.0,432103424.0,37618.836,135203.543,362189.098,121556.384,0.693,2.129,3.609,0.799,1192345600.0,41745788928.0,1121.581,1735.442,1548966700.494,31-01 15:31:40
1.560,2.690,2.930,1.020,1.020,95.918,1.020,0.0,1.020,2.0,2.0,96.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,4.950,0.990,82.178,11.881,0.0,0.0,2.041,0.0,97.959,0.0,0.0,0.0,5.051,2.020,75.758,17.172,0.0,0.0,5.0,2.0,91.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,3.0,0.0,95.0,2.0,0.0,0.0,4.0,0.0,87.0,9.0,0.0,0.0,2.0,1.0,92.0,5.0,0.0,0.0,3.0,1.0,85.0,11.0,0.0,0.0,20040179712.0,565665792.0,21158764544.0,417280000.0,0.0,671744.0,0.0,0.0,0.0,67.0,0.0,0.0,1192345600.0,41745788928.0,5305.0,11366.0,1548966701.496,31-01 15:31:41
1.560,2.690,2.930,1.010,0.0,97.980,0.0,0.0,1.010,1.980,0.0,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.040,1.010,57.576,37.374,0.0,0.0,6.0,0.0,92.0,2.0,0.0,0.0,4.0,0.0,80.0,16.0,0.0,0.0,7.071,0.0,91.919,1.010,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.980,0.980,98.039,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.040,0.0,94.949,1.010,0.0,0.0,3.0,1.0,94.0,2.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,2.0,1.0,92.0,5.0,0.0,0.0,20040085504.0,565665792.0,21158817792.0,417320960.0,0.0,557056.0,0.0,0.0,0.0,64.0,0.0,0.0,1192345600.0,41745788928.0,3677.0,7131.0,1548966702.496,31-01 15:31:42
1.590,2.680,2.930,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.980,1.980,34.653,61.386,0.0,0.0,4.040,1.010,91.919,3.030,0.0,0.0,1.020,0.0,92.857,5.102,0.0,1.020,2.0,2.0,95.0,1.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,92.0,5.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,3.0,1.0,95.0,1.0,0.0,0.0,2.020,0.0,94.949,3.030,0.0,0.0,20040286208.0,565665792.0,21158998016.0,416940032.0,0.0,524288.0,0.0,0.0,0.0,60.0,0.0,0.0,1192345600.0,41745788928.0,3841.0,7483.0,1548966703.496,31-01 15:31:43
1.590,2.680,2.930,1.020,0.0,98.980,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.051,0.0,81.818,13.131,0.0,0.0,2.020,0.0,92.929,5.051,0.0,0.0,4.0,2.0,54.0,40.0,0.0,0.0,2.970,0.990,96.040,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,3.922,0.980,87.255,7.843,0.0,0.0,2.020,0.0,97.980,0.0,0.0,0.0,3.0,1.0,89.0,7.0,0.0,0.0,20038987776.0,565665792.0,21159022592.0,418213888.0,0.0,446464.0,0.0,0.0,0.0,61.0,0.0,0.0,1192345600.0,41745788928.0,3583.0,6798.0,1548966704.495,31-01 15:31:44
1.590,2.680,2.930,2.041,0.0,96.939,1.020,0.0,0.0,0.0,0.0,51.020,48.980,0.0,0.0,1.010,0.0,93.939,5.051,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,5.941,0.990,80.198,12.871,0.0,0.0,4.040,1.010,94.949,0.0,0.0,0.0,4.950,0.0,83.168,11.881,0.0,0.0,3.030,0.0,96.970,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,97.980,2.020,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,0.0,96.970,2.020,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,4.0,1.0,95.0,0.0,0.0,0.0,20038868992.0,565665792.0,21159047168.0,418308096.0,0.0,430080.0,0.0,0.0,0.0,60.0,0.0,0.0,1192345600.0,41745788928.0,3573.0,6823.0,1548966705.496,31-01 15:31:45
1.590,2.680,2.930,4.082,0.0,95.918,0.0,0.0,0.0,3.0,0.0,63.0,34.0,0.0,0.0,1.010,0.0,92.929,5.051,0.0,1.010,0.0,0.0,97.980,2.020,0.0,0.0,8.163,0.0,79.592,12.245,0.0,0.0,5.941,0.990,93.069,0.0,0.0,0.0,1.010,0.0,95.960,3.030,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,1.010,0.0,97.980,1.010,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,2.0,0.0,68.0,30.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20038746112.0,565665792.0,21159075840.0,418402304.0,0.0,454656.0,0.0,0.0,0.0,60.0,0.0,0.0,1192345600.0,41745788928.0,3839.0,7656.0,1548966706.495,31-01 15:31:46
1.590,2.680,2.930,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,94.059,4.950,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,4.0,2.0,72.0,22.0,0.0,0.0,0.0,1.010,91.919,7.071,0.0,0.0,2.970,0.990,47.525,48.515,0.0,0.0,4.0,1.0,90.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,1.010,0.0,95.960,3.030,0.0,0.0,56.863,0.980,42.157,0.0,0.0,0.0,0.0,0.0,94.949,5.051,0.0,0.0,2.970,0.990,86.139,9.901,0.0,0.0,20038197248.0,565665792.0,21159100416.0,418926592.0,0.0,839680.0,0.0,0.0,0.0,125.0,0.0,0.0,1192345600.0,41745788928.0,3653.0,6606.0,1548966707.496,31-01 15:31:47
1.620,2.670,2.920,1.010,0.0,98.990,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,2.0,1.0,61.0,36.0,0.0,0.0,2.941,0.980,91.176,4.902,0.0,0.0,3.030,1.010,87.879,8.081,0.0,0.0,2.0,0.0,95.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,55.102,1.020,43.878,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,3.0,0.0,76.0,21.0,0.0,0.0,20039544832.0,565665792.0,21159133184.0,417546240.0,0.0,839680.0,0.0,0.0,0.0,79.0,0.0,0.0,1192345600.0,41745788928.0,3752.0,7291.0,1548966708.495,31-01 15:31:48
1.620,2.670,2.920,5.051,0.0,94.949,0.0,0.0,0.0,4.0,1.0,95.0,0.0,0.0,0.0,4.040,0.0,95.960,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,0.0,7.921,1.980,65.347,24.752,0.0,0.0,4.082,0.0,83.673,12.245,0.0,0.0,6.796,1.942,87.379,3.883,0.0,0.0,3.960,1.980,94.059,0.0,0.0,0.0,3.960,0.990,95.050,0.0,0.0,0.0,3.960,0.990,92.079,2.970,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,3.0,0.0,93.0,4.0,0.0,0.0,4.902,1.961,93.137,0.0,0.0,0.0,2.970,0.990,93.069,2.970,0.0,0.0,2.970,0.990,94.059,1.980,0.0,0.0,2.970,0.0,89.109,7.921,0.0,0.0,20049002496.0,565665792.0,21159198720.0,408023040.0,0.0,716800.0,0.0,0.0,0.0,82.0,0.0,0.0,1192345600.0,41745788928.0,11951.0,8559.0,1548966709.495,31-01 15:31:49
